Index,Name,Form,Pokemon Number,Gender,CP,HP,Atk IV,Def IV,Sta IV,IV Avg,Level Min,Level Max,Quick Move,Charge Move,Charge Move 2,Scan Date,Original Scan Date,Catch Date,Weight,Height,Lucky,Shadow/Purified,Favorite,Dust,Rank % (G),Rank # (G),Stat Prod (G),Dust Cost (G),Candy Cost (G),Name (G),Form (G),Sha/Pur (G),Rank % (U),Rank # (U),Stat Prod (U),Dust Cost (U),Candy Cost (U),Name (U),Form (U),Sha/Pur (U),Rank % (L),Rank # (L),Stat Prod (L),Dust Cost (L),Candy Cost (L),Name (L),Form (L),Sha/Pur (L),Marked for PvP use
441,Electrike,,309,♂,204,49,11,10,13,75.6,8.0,8.0,,,,"2023-02-02 15:31","2023-02-02 15:31",1/29/2023,,,0,0,0,800,39.63%,2473,94.00%,55600,108,Manectric,Normal,0,91.16%,363,96.81%,469600,340,Manectric,Normal,0,43.27%,2324,91.81%,33600,38,Electrike,,0,
442,Deerling,,585,♂,201,57,8,9,11,62.2,7.0,7.0,,,,"2023-02-02 15:31","2023-02-02 15:31",11/19/2022,,,0,0,0,800,72.80%,1115,95.65%,57200,110,Sawsbuck,,0,75.09%,1021,96.62%,443200,342,Sawsbuck,,0,38.24%,2530,91.35%,24500,30,Deerling,,0,
443,Kecleon,,352,♂,186,39,1,10,1,26.7,4.0,4.0,,,,"2023-02-02 15:31","2023-02-02 15:31",1/24/2023,,,0,0,0,400,58.97%,1681,94.88%,108400,108,Kecleon,,0,8.91%,3731,82.83%,518400,298,Kecleon,,0,56.12%,1798,92.38%,7400,11,Kecleon,,0,
444,Petilil,,548,♀,181,47,8,10,8,57.8,7.0,7.0,,,,"2023-02-02 15:31","2023-02-02 15:31",11/23/2022,,,0,0,0,800,23.52%,3133,93.35%,48200,101,Lilligant,Normal,0,65.25%,1424,96.64%,341200,342,Lilligant,Normal,0,50.23%,2039,92.27%,33000,38,Petilil,,0,
445,Pidgeotto,,17,♂,179,56,6,10,15,68.9,6.0,6.0,,,,"2023-02-02 15:31","2023-02-02 15:31",7/27/2016,,,0,0,0,600,76.90%,947,96.06%,80400,130,Pidgeot,Normal,0,82.81%,705,92.22%,516400,344,Pidgeot,Normal,0,91.97%,330,96.64%,23800,30,Pidgeotto,,0,
446,Fomantis,,753,♂,172,50,14,7,7,62.2,9.0,9.0,Razor Leaf,Leaf Blade,,"2023-02-02 15:31","2023-02-01 15:19",2/1/2023,1.77kg,0.32m,0,0,0,1000,42.83%,2342,94.63%,54000,106,Lurantis,,0,32.48%,2766,93.84%,426000,338,Lurantis,,0,6.57%,3827,87.56%,72000,71,Fomantis,,0,
447,Cosmog,,789,,169,70,11,13,11,77.8,15.0,15.0,,,,"2023-02-02 15:31","2023-02-02 15:31",11/26/2022,,,0,0,0,1900,89.16%,445,91.07%,496400,293,Cosmoem,,0,60.93%,1601,95.94%,32400,155,Solgaleo,,0,42.98%,2336,89.37%,38400,61,Cosmoem,,0,
448,Lillipup,,506,♀,164,47,9,13,8,66.7,7.0,7.0,,,,"2023-02-02 15:30","2023-02-02 15:30",1/24/2023,,,0,0,0,800,87.99%,493,96.73%,37700,167,Stoutland,,0,66.13%,1388,96.54%,177200,299,Stoutland,,0,53.77%,1894,93.07%,42700,46,Lillipup,,0,
449,Ekans,,23,♀,163,40,9,12,5,57.8,7.0,7.0,,,,"2023-02-02 15:30","2023-02-02 15:30",11/19/2022,,,0,0,0,800,33.53%,2723,94.27%,105200,152,Arbok,,0,66.69%,1365,89.63%,515200,342,Arbok,,0,32.31%,2773,90.90%,42700,46,Ekans,,0,
450,Dratini,,147,♀,162,43,15,12,14,91.1,6.0,6.0,Dragon Breath,Wrap,,"2023-02-02 15:30","2023-01-31 01:38",8/20/2016,1.32kg,1.47m,0,0,0,600,19.68%,3290,93.50%,111400,133,Dragonair,,0,32.33%,2772,94.76%,58400,187,Dragonite,,0,39.19%,2491,92.06%,29800,36,Dratini,,0,
451,Electrike,,309,♂,145,39,13,9,3,55.6,6.0,6.0,,,,"2023-02-02 15:30","2023-02-01 17:24",2/1/2023,,,0,0,0,600,8.35%,3754,92.11%,61900,115,Manectric,Normal,0,61.59%,1574,94.22%,516400,344,Manectric,Normal,0,63.42%,1499,93.01%,2800,54,Manectric,Normal,0,
452,Grubbin,,736,♂,144,46,6,7,14,60.0,6.0,6.0,,,,"2023-02-02 15:30","2023-02-02 15:30",12/1/2022,,,0,0,0,600,78.75%,871,96.81%,210400,241,Charjabug,,0,56.14%,1797,96.19%,111400,233,Vikavolt,,0,91.23%,360,95.97%,41400,46,Grubbin,,0,
453,Solosis,,577,♀,137,36,14,9,13,80.0,4.0,4.0,,,,"2023-02-02 15:30","2023-02-02 15:30",12/3/2022,,,0,0,0,400,91.79%,337,94.89%,518400,298,Solosis,,0,26.72%,3002,95.22%,128400,249,Reuniclus,,0,83.83%,663,94.94%,6400,35,Duosion,,0,
454,Swalot,,317,♀,130,50,0,15,7,48.9,3.0,3.0,,,,"2023-02-02 15:30","2023-02-02 15:30",11/13/2022,,,0,0,0,400,91.75%,339,97.67%,114200,114,Swalot,,0,40.83%,2424,87.18%,519200,300,Swalot,,0,51.28%,1996,92.35%,8200,13,Swalot,,0,
455,Pikachu,Normal,25,♀,113,35,5,13,10,62.2,5.0,5.0,Quick Attack,Thunderbolt,,"2023-02-02 15:30","2023-02-01 19:00",2/1/2023,5.55kg,0.41m,0,0,0,600,81.07%,776,95.95%,77600,129,Raichu,Normal,0,77.36%,928,91.40%,517600,346,Raichu,Normal,0,78.05%,900,94.10%,45100,50,Pikachu,Normal,0,
456,Sunkern,,191,♂,110,48,15,13,13,91.1,10.0,10.0,Cut,Seed Bomb,,"2023-02-02 15:30","2023-01-31 01:38",11/23/2022,1.75kg,0.28m,0,0,0,1000,37.51%,2560,94.20%,62500,113,Sunflora,,0,99.44%,24,98.07%,510000,336,Sunflora,,0,99.39%,26,95.16%,510000,286,Sunkern,,0,
457,Cubone,,104,♂,73,31,13,14,11,84.4,3.0,3.0,,,,"2023-02-02 15:30","2023-01-31 01:38",8/23/2016,,,0,0,0,400,21.17%,3229,93.31%,109200,160,Marowak,Normal,0,97.29%,112,96.18%,519200,350,Marowak,Normal,0,29.33%,2895,90.53%,8200,63,Marowak,Normal,0,
458,Meltan,,808,,72,29,11,7,7,55.6,3.0,3.0,Thunder Shock,Thunderbolt,,"2023-02-02 15:30","2023-02-01 15:33",2/1/2023,8.13kg,0.2m,0,0,0,400,19.05%,3316,93.11%,22800,432,Melmetal,,0,46.69%,2184,95.61%,79200,483,Melmetal,,0,46.37%,2197,91.75%,34800,44,Meltan,,0,
459,Grubbin,,736,♂,67,31,7,12,13,71.1,3.0,3.0,,,,"2023-02-02 15:30","2023-02-02 15:30",12/1/2022,,,0,0,0,400,95.34%,192,97.85%,32600,167,Vikavolt,,0,62.30%,1545,96.43%,109200,235,Vikavolt,,0,95.24%,196,97.52%,2800,131,Vikavolt,,0,
460,Jigglypuff,,39,♀,43,56,11,0,11,48.9,3.0,3.0,,,,"2023-02-02 15:30","2023-02-02 15:30",9/14/2016,,,0,0,0,400,13.11%,3559,92.52%,124200,172,Wigglytuff,,0,24.13%,3108,82.74%,519200,350,Wigglytuff,,0,43.13%,2330,91.05%,9200,64,Wigglytuff,,0,
461,Meltan,,808,,43,23,6,14,12,71.1,2.0,2.0,Thunder Shock,Thunderbolt,,"2023-02-02 15:30","2023-02-01 15:33",2/1/2023,8.59kg,0.21m,0,0,0,200,68.94%,1273,95.73%,23200,434,Melmetal,,0,58.27%,1710,96.06%,75600,482,Melmetal,,0,75.68%,997,93.79%,33000,44,Meltan,,0,
462,Vulpix,Alola,37,♀,36,20,14,8,10,71.1,2.0,2.0,,,,"2023-02-02 15:30","2023-02-02 15:30",11/26/2022,,,0,0,0,200,48.52%,2109,94.87%,65100,123,Ninetales,Alola,0,82.42%,721,96.18%,489600,352,Ninetales,Alola,0,43.79%,2303,91.58%,49600,58,Vulpix,Alola,0,
463,Charmander,,4,♂,26,17,10,10,10,66.7,1.5,1.5,,,,"2023-02-02 15:30","2023-02-02 15:30",7/7/2016,,,0,0,0,200,85.20%,607,96.56%,39800,176,Charizard,Normal,0,,,,,,,,,,,,,,,,,G
464,Gastly,,92,♂,16,10,12,15,3,66.7,1.0,1.0,,,,"2023-02-02 15:30","2023-02-02 15:30",7/17/2016,,,0,0,0,200,71.01%,1188,95.88%,40000,177,Gengar,Normal,0,29.04%,2907,94.93%,161000,287,Gengar,Normal,0,86.45%,556,95.43%,4200,136,Gengar,Normal,0,
465,Gulpin,,316,♀,11,16,10,12,3,55.6,1.0,1.0,,,,"2023-02-02 15:30","2023-02-02 15:30",11/13/2022,,,0,0,0,200,26.40%,3015,93.55%,101000,156,Swalot,,0,69.28%,1259,90.37%,520000,354,Swalot,,0,83.22%,688,95.19%,9000,67,Swalot,,0,
466,Blitzle,,522,♀,11,13,6,13,13,71.1,1.0,1.0,Quick Attack,Thunderbolt,,"2023-02-02 15:30","2023-02-01 15:27",1/31/2023,14.44kg,0.59m,0,0,0,200,76.17%,977,96.37%,59000,119,Zebstrika,,0,93.36%,273,97.93%,421000,354,Zebstrika,,0,90.60%,386,95.67%,53000,63,Blitzle,,0,
467,Tauros,,128,♂,559,71,7,14,10,68.9,8.0,8.0,,,,"2023-02-02 15:09","2023-02-02 15:09",11/20/2022,,,0,0,0,800,81.42%,762,96.46%,43600,46,Tauros,,0,86.89%,538,97.85%,273600,290,Tauros,,0,,,,,,,,,
468,Gligar,,207,♀,726,86,14,14,10,84.4,14.0,14.0,,,,"2023-02-02 15:08","2023-02-02 15:08",11/19/2022,,,0,0,0,1600,13.63%,3538,92.80%,85100,78,Gligar,,0,28.35%,2935,94.93%,177600,274,Gliscor,,0,,,,,,,,,
469,Gligar,,207,,1507,126,13,14,13,88.9,29.0,29.0,,,,"2023-02-02 15:08","2023-02-02 15:08",12/7/2019,,,0,0,0,5000,,,,,,,,,48.11%,2126,95.75%,88000,192,Gliscor,,0,,,,,,,,,
470,Castform,Normal,351,♀,629,91,12,13,11,80.0,14.0,14.0,Tackle,Hurricane,,"2023-02-01 19:12","2023-02-01 19:00",2/1/2023,0.65kg,0.28m,0,0,0,1600,39.10%,2495,94.53%,185600,184,Castform,Normal,0,95.68%,178,94.31%,499600,272,Castform,Normal,0,,,,,,,,,
471,Ponyta,Normal,77,♂,406,59,5,15,12,71.1,9.0,9.0,Ember,Flame Wheel,,"2023-02-01 19:12","2023-01-31 15:59",1/20/2023,20.47kg,0.79m,0,0,1,1000,97.31%,111,97.78%,51000,103,Rapidash,Normal,0,97.00%,124,98.50%,387000,338,Rapidash,Normal,0,99.71%,13,99.09%,4000,4,Ponyta,Normal,0,
472,Sunkern,,191,♀,195,65,13,15,13,91.1,18.0,18.0,,,,"2023-02-01 19:12","2023-01-31 01:39",11/25/2022,,,0,0,0,2200,44.62%,2269,94.52%,36900,83,Sunflora,,0,99.66%,15,98.40%,484400,306,Sunflora,,0,99.39%,26,95.16%,484400,256,Sunkern,,0,
473,Zigzagoon,Galarian,263,♀,228,71,10,14,14,84.4,17.0,17.0,,,,"2023-02-01 19:12","2023-01-31 01:39",11/23/2022,,,0,0,0,2200,68.45%,1293,95.69%,158800,177,Linoone,Galarian,0,82.66%,711,97.30%,200800,331,Obstagoon,,0,95.73%,176,95.97%,350800,260,Zigzagoon,Galarian,0,
474,Cottonee,,546,♀,273,66,14,13,14,91.1,14.0,14.0,,,,"2023-02-01 19:12","2023-01-31 01:28",11/23/2022,,,0,0,0,1600,30.84%,2833,93.61%,63600,108,Whimsicott,,0,99.56%,19,98.40%,499600,322,Whimsicott,,0,39.66%,2472,90.29%,59600,55,Cottonee,,0,
475,Aerodactyl,Normal,142,♂,287,51,15,13,12,88.9,4.0,4.0,Bite,Hyper Beam,,"2023-02-01 19:12","2023-01-31 01:33",5/21/2017,60.32kg,1.69m,1,0,0,400,62.76%,1526,95.74%,19200,46,Aerodactyl,Normal,0,52.26%,1956,96.04%,79700,156,Aerodactyl,Normal,0,78.41%,885,94.58%,1300,5,Aerodactyl,Normal,0,
476,Rattata,Alola,19,♂,304,59,12,15,13,88.9,15.0,15.0,Quick Attack,Shadow Ball,,"2023-02-01 19:12","2023-01-31 01:31",11/17/2022,3.38kg,0.27m,0,0,0,1900,56.70%,1774,95.35%,130400,143,Raticate,Alola,0,98.97%,43,97.40%,496400,293,Raticate,Alola,0,77.19%,935,94.14%,48900,45,Rattata,Alola,0,
477,Slugma,,218,♂,305,62,15,15,14,97.8,12.0,12.0,,,,"2023-02-01 19:12","2023-01-31 01:31",1/21/2023,,,0,0,0,1300,27.25%,2980,93.57%,121400,162,Magcargo,,0,99.93%,4,99.21%,505400,330,Magcargo,,0,71.21%,1180,93.96%,27900,30,Slugma,,0,
478,Wimpod,,767,♀,308,67,14,13,15,93.3,22.0,22.0,Struggle Bug,Bug Buzz,,"2023-02-01 19:12","2023-01-31 01:31",11/22/2022,8.92kg,0.41m,1,0,0,3000,99.49%,22,96.56%,232000,238,Wimpod,,0,30.65%,2841,94.88%,20250,436,Golisopod,,0,90.92%,373,94.48%,122500,238,Wimpod,,0,
479,Poliwag,,60,♂,318,65,12,15,11,84.4,14.0,14.0,,,,"2023-02-01 19:12","2023-02-01 19:12",11/13/2022,,,0,0,0,1600,94.63%,221,97.24%,413600,297,Poliwhirl,,0,71.97%,1149,96.20%,325600,397,Politoed,,0,78.83%,868,94.51%,35600,34,Poliwag,,0,
480,Steelix,Normal,208,♂,734,85,11,15,12,84.4,11.0,11.0,Tackle,Iron Head,,"2023-02-01 19:12","2023-01-31 01:27",11/17/2022,184.1kg,7.59m,0,0,0,1300,18.93%,3321,92.65%,44000,46,Steelix,Normal,0,72.92%,1110,96.10%,370000,284,Steelix,Normal,0,,,,,,,,,
481,Purrloin,,509,♀,329,70,15,14,15,97.8,15.0,15.0,,,,"2023-02-01 19:12","2023-01-31 01:27",11/20/2022,,,0,0,0,1900,73.31%,1094,96.23%,81900,124,Liepard,,0,99.90%,5,99.17%,496400,318,Liepard,,0,43.96%,2296,91.51%,35400,33,Purrloin,,0,
482,Togepi,,175,♂,365,74,14,13,13,88.9,20.0,20.0,,,,"2023-02-01 19:00","2023-02-01 19:00",2/1/2023,1.15kg,026m,0,0,0,2500,41.76%,2386,94.32%,103000,117,Togetic,,0,70.16%,1223,96.34%,43000,163,Togekiss,,0,24.42%,3096,88.86%,47000,42,Togepi,,0,
483,Meltan,,808,,365,64,5,10,0,33.3,14.0,14.0,,,,"2023-02-01 15:54","2023-02-01 15:54",2/1/2023,3.76kg,017m,0,0,0,1600,31.36%,2812,93.84%,5100,406,Melmetal,,0,28.42%,2932,94.87%,63600,458,Melmetal,,0,57.70%,1733,92.49%,19600,20,Meltan,,0,
484,Meltan,,808,,341,66,8,13,13,75.6,12.0,12.0,Thunder Shock,Flash Cannon,,"2023-02-01 15:51","2023-02-01 15:51",2/1/2023,6.58kg,0.17m,0,0,0,1300,85.05%,613,96.76%,9000,412,Melmetal,,0,78.75%,871,96.94%,61400,460,Melmetal,,0,83.20%,689,94.46%,18800,22,Meltan,,0,
485,Meltan,,808,,387,66,9,13,3,55.6,14.0,14.0,Thunder Shock,Flash Cannon,,"2023-02-01 15:35","2023-02-01 15:34",2/1/2023,11.35kg,0.23m,0,0,0,1600,30.13%,2862,93.77%,3200,404,Melmetal,,0,71.99%,1148,96.61%,59600,455,Melmetal,,0,64.66%,1448,92.97%,15200,16,Meltan,,0,
486,Meltan,,808,,587,85,7,14,9,66.7,21.0,21.0,Thunder Shock,Thunderbolt,,"2023-02-01 15:34","2023-02-01 15:34",2/1/2023,7.55kg,0.19m,0,0,0,3000,82.86%,703,89.31%,470000,244,Meltan,,0,41.59%,2393,95.42%,26000,424,Melmetal,,0,,,,,,,,,
487,Meltan,,808,,310,62,15,1,11,60.0,11.0,11.0,Thunder Shock,Flash Cannon,,"2023-02-01 15:33","2023-02-01 15:32",2/1/2023,11.82kg,0.23m,0,0,0,1300,19.00%,3318,93.10%,11600,416,Melmetal,,0,1.95%,4016,92.92%,64000,464,Melmetal,,0,4.40%,3916,87.89%,21400,26,Meltan,,0,
488,Blitzle,,522,♀,495,82,15,15,10,88.9,20.0,20.0,,,,"2023-02-01 15:30","2023-02-01 11:12",1/31/2023,28.31kg,9.78m,0,0,0,2500,25.71%,3043,94.01%,8000,57,Zebstrika,,0,50.65%,2022,95.27%,289000,298,Zebstrika,,0,52.21%,1958,92.31%,0,0,Blitzle,,0,
489,Meltan,,808,,288,60,11,10,14,77.8,10.0,10.0,Thunder Shock,Thunderbolt,,"2023-02-01 15:28","2023-02-01 15:28",2/1/2023,8.92kg,0.2m,0,0,0,1000,82.20%,730,96.55%,13600,418,Melmetal,,0,74.31%,1053,96.73%,66000,466,Melmetal,,0,41.54%,2395,91.43%,21200,26,Meltan,,0,
490,Meltan,,808,,403,70,9,4,7,44.4,15.0,15.0,Thunder Shock,Flash Cannon,,"2023-02-01 15:20","2023-02-01 15:20",2/1/2023,6.11kg,0.17m,0,0,0,1900,60.32%,1626,95.29%,1900,402,Melmetal,,0,62.78%,1525,96.23%,60400,454,Melmetal,,0,41.03%,2416,91.38%,14200,14,Meltan,,0,
491,Meltan,,808,,524,84,5,10,15,66.7,19.0,19.0,,,,"2023-02-01 15:20","2023-02-01 15:20",2/1/2023,,,0,0,0,2200,78.71%,873,88.43%,480000,252,Meltan,,0,91.23%,360,97.73%,40000,435,Melmetal,,0,,,,,,,,,
492,Sudowoodo,,185,♂,388,63,6,10,10,57.8,7.0,7.0,,,,"2023-02-01 15:19","2023-02-01 15:19",2/1/2023,28.66kg,092m,0,0,0,800,44.84%,2260,94.58%,79200,78,Sudowoodo,,0,63.76%,1485,89.62%,515200,292,Sudowoodo,,0,35.02%,2662,90.74%,2400,3,Sudowoodo,,0,
493,Minun,,312,♀,708,87,12,13,15,88.9,15.0,15.0,Quick Attack,Thunderbolt,,"2023-02-01 15:19","2023-02-01 11:13",1/31/2023,5.02kg,0.43m,0,0,0,1900,61.68%,1570,95.30%,137400,126,Minun,,0,98.63%,57,96.96%,496400,268,Minun,,0,,,,,,,,,
494,Shinx,,403,♀,479,85,12,12,15,86.7,20.0,20.0,,,,"2023-02-01 15:19","2023-02-01 15:19",1/31/2023,10.45kg,9.51m,0,0,0,2500,72.77%,1116,94.92%,289000,273,Luxio,,0,51.58%,1984,95.98%,91000,205,Luxray,,0,50.79%,2016,92.34%,2500,2,Shinx,,0,
495,Stantler,,234,♀,862,92,10,12,1,51.1,15.0,15.0,Tackle,Stomp,,"2023-02-01 15:18","2023-02-01 11:12",1/31/2023,136.24kg,1.93m,0,0,0,1900,57.61%,1737,95.29%,60400,54,Stantler,,0,35.63%,2637,95.53%,208400,264,Wyrdeer,,0,,,,,,,,,
496,Blitzle,,522,♂,490,80,15,15,7,82.2,20.0,20.0,,,,"2023-02-01 15:18","2023-02-01 11:12",1/31/2023,46.31kg,9.98m,0,0,0,2500,55.85%,1809,95.38%,11000,60,Zebstrika,,0,62.27%,1546,95.83%,313000,298,Zebstrika,,0,21.76%,3205,90.05%,0,0,Blitzle,,0,
497,Blitzle,,522,♀,339,73,10,5,14,64.4,15.0,15.0,,,,"2023-02-01 15:18","2023-02-01 11:11",1/31/2023,,,0,0,0,0,19.05%,3316,93.64%,35400,83,Zebstrika,,0,56.70%,1774,95.55%,410400,318,Zebstrika,,0,41.83%,2383,91.60%,32400,30,Blitzle,,0,
498,Pupitar,,247,♂,1495,140,6,13,15,75.6,33.0,33.0,,,,"2023-01-31 17:28","2023-01-31 17:28",1/21/2023,,,0,0,3,7000,92.21%,320,97.83%,0,0,Pupitar,,0,92.38%,313,93.43%,366000,150,Pupitar,,0,,,,,,,,,
499,Ponyta,Normal,77,♂,716,78,14,13,14,91.1,15.0,15.0,Ember,Flame Charge,,"2023-01-31 16:00","2023-01-31 01:23",1/26/2023,13.51kg,0.86m,0,0,1,1900,68.38%,1296,95.42%,29400,77,Rapidash,Normal,0,55.92%,1806,95.86%,288400,318,Rapidash,Normal,0,,,,,,,,,
500,Rapidash,Normal,78,♀,1244,102,4,10,13,60.0,19.0,19.0,Fire Spin,Flame Charge,,"2023-01-31 15:57","2023-01-31 15:57",1/21/2023,43.93kg,1.09m,0,0,3,1900,68.42%,1294,95.43%,19000,17,Rapidash,Normal,0,96.07%,162,98.37%,394000,252,Rapidash,Normal,0,,,,,,,,,
501,Chimchar,,390,♂,739,96,15,7,7,64.4,29.0,29.0,Ember,Flamethrower,,"2023-01-31 15:55","2023-01-31 15:55",1/21/2023,6.97kg,0.52m,0,0,0,5000,7.79%,3777,92.20%,170000,215,Monferno,,0,6.84%,3816,93.87%,122000,261,Infernape,,0,,,,,,,,,
502,Sableye,,302,♂,624,78,15,12,14,91.1,15.0,15.0,Feint Attack,Power Gem,,"2023-01-31 15:54","2023-01-31 01:25",11/18/2022,10.7kg,0.5m,0,0,0,1900,54.29%,1873,93.50%,288400,268,Sableye,,0,99.10%,38,97.24%,496400,268,Sableye,,0,,,,,,,,,
503,Voltorb,Normal,100,,386,64,10,8,4,48.9,15.0,15.0,Spark,Discharge,,"2023-01-31 15:50","2023-01-31 15:50",11/20/2022,10.1kg,0.52m,0,0,0,1900,46.37%,2197,94.39%,68400,112,Electrode,Normal,0,45.84%,2219,87.78%,496400,318,Electrode,Normal,0,18.19%,3351,90.31%,16400,16,Voltorb,Normal,0,
504,Voltorb,Normal,100,,309,55,9,13,1,51.1,12.0,12.0,Spark,Gyro Ball,,"2023-01-31 15:50","2023-01-31 15:50",11/18/2022,9.15kg,0.43m,0,0,0,1300,53.28%,1914,94.72%,77400,124,Electrode,Normal,0,51.23%,1998,88.36%,505400,330,Electrode,Normal,0,22.86%,3160,90.72%,25400,28,Voltorb,Normal,0,
505,Voltorb,Hisuian,100,,246,53,14,7,13,75.6,9.0,9.0,Tackle,Thunderbolt,,"2023-01-31 15:49","2023-01-31 15:49",11/22/2022,11.08kg,0.49m,0,0,0,1000,34.92%,2666,94.17%,68000,118,Electrode,Hisuian,0,92.89%,292,94.64%,512000,338,Electrode,Hisuian,0,31.06%,2824,91.35%,27600,32,Voltorb,Hisuian,0,
506,Slugma,,218,♂,366,67,15,10,11,80.0,15.0,15.0,,,,"2023-01-31 15:47","2023-01-31 15:47",1/29/2023,,,0,0,0,1900,13.09%,3560,92.69%,130400,168,Magcargo,,0,96.09%,161,95.27%,496400,318,Magcargo,,0,13.85%,3529,89.61%,21400,20,Slugma,,0,
507,Slugma,,218,♀,197,53,6,4,13,51.1,9.0,9.0,,,,"2023-01-31 15:47","2023-01-31 15:47",1/20/2023,,,0,0,0,1000,65.98%,1394,95.66%,215000,272,Magcargo,,0,60.22%,1630,88.43%,512000,338,Magcargo,,0,68.30%,1299,93.73%,51000,53,Slugma,,0,
508,Slugma,,218,♀,532,86,6,10,15,68.9,23.0,23.0,,,,"2023-01-31 15:46","2023-01-31 15:46",1/21/2023,28kg,611m,0,0,0,3500,78.68%,874,96.41%,136000,184,Magcargo,,0,83.93%,659,91.87%,458000,282,Magcargo,,0,,,,,,,,,
509,Aerodactyl,Normal,142,♂,1234,106,15,2,6,51.1,16.5,16.5,Rock Throw,Earth Power,,"2023-01-31 15:45","2023-01-31 15:45",11/19/2022,47.08kg,1.43m,0,0,3,1900,31.09%,2823,94.33%,15700,14,Aerodactyl,Normal,0,0.73%,4066,92.90%,176700,174,Aerodactyl,Normal,0,,,,,,,,,
510,Aerodactyl,Normal,142,♂,351,56,11,7,5,51.1,5.0,5.0,Steel Wing,Iron Head,,"2023-01-31 15:44","2023-01-31 15:44",1/26/2023,31.85kg,1.31m,0,0,0,600,41.25%,2407,94.80%,42600,48,Aerodactyl,Normal,0,22.34%,3181,94.87%,211600,218,Aerodactyl,Normal,0,13.21%,3555,87.05%,1800,3,Aerodactyl,Normal,0,
511,Duskull,,355,♂,359,58,9,4,13,57.8,20.0,20.0,Hex,Night Shade,,"2023-01-31 15:37","2023-01-31 15:37",11/23/2022,12.15kg,0.77m,0,0,0,2500,49.13%,2084,94.64%,245000,273,Dusclops,,0,84.93%,618,96.44%,431000,373,Dusknoir,,0,40.12%,2453,90.38%,51500,46,Duskull,,0,
512,Linoone,Normal,264,♀,440,81,11,6,8,55.6,10.0,10.0,,,,"2023-01-31 15:35","2023-01-31 15:35",11/20/2022,,,0,0,0,1000,31.43%,2809,93.74%,222000,232,Linoone,Normal,0,63.42%,1499,88.60%,510000,286,Linoone,Normal,0,9.60%,3703,89.58%,2000,2,Linoone,Normal,0,
513,Linoone,Normal,264,♂,855,115,3,4,2,20.0,21.0,21.0,Shadow Claw,Dig,,"2023-01-31 15:35","2023-01-31 15:35",11/20/2022,33.87kg,0.51m,0,0,0,3000,61.88%,1562,95.33%,308000,244,Linoone,Normal,0,4.76%,3901,79.67%,470000,244,Linoone,Normal,0,,,,,,,,,
514,Medicham,,308,♂,973,112,10,13,13,80.0,25.0,25.0,Psycho Cut,Ice Punch,,"2023-01-31 15:31","2023-01-31 15:31",12/3/2022,26.89kg,1.12m,0,0,0,4000,96.02%,164,97.58%,372000,220,Medicham,Normal,0,95.12%,201,94.50%,444000,220,Medicham,Normal,0,,,,,,,,,
515,Koffing,,109,♂,684,80,14,14,14,93.3,20.0,20.0,Tackle,Sludge,,"2023-01-31 15:24","2023-01-31 01:25",11/12/2016,1.18kg,0.63m,1,0,0,1250,61.86%,1563,95.19%,8500,66,Weezing,Normal,0,95.04%,204,97.77%,201500,298,Weezing,Normal,0,,,,,,,,,
516,Meowth,Alola,52,♂,316,68,10,11,12,73.3,15.0,15.0,Scratch,Foul Play,,"2023-01-31 15:20","2023-01-31 15:20",11/25/2022,5.13kg,0.46m,0,0,0,1900,56.36%,1788,95.21%,118400,156,Persian,Alola,0,91.06%,367,93.27%,496400,318,Persian,Alola,0,57.29%,1750,92.60%,41900,39,Meowth,Alola,0,
517,Stunfisk,Galarian,618,♀,1194,151,10,15,14,86.7,20.0,20.0,Metal Claw,Flash Cannon,,"2023-01-31 15:19","2023-01-31 01:44",11/25/2022,18.42kg,0.65m,0,0,3,2500,74.92%,1028,96.10%,31000,28,Stunfisk,Galarian,0,97.61%,99,96.40%,475000,248,Stunfisk,Galarian,0,,,,,,,,,
518,Graveler,Normal,75,♂,164,37,10,15,13,84.4,3.5,3.5,Mud-Slap,,,"2023-01-31 15:18","2023-01-31 15:16",8/20/2016,106.08kg,1.04m,0,0,0,400,75.02%,1024,96.26%,104300,105,Graveler,Normal,0,66.25%,1383,96.55%,123800,221,Golem,Normal,0,89.74%,421,95.48%,7800,12,Graveler,Normal,0,
519,Geodude,Alola,74,♀,709,80,10,13,15,84.4,20.0,20.0,Rock Throw,Rock Tomb,,"2023-01-31 15:13","2023-01-31 01:23",11/26/2022,24.49kg,0.41m,0,0,0,2500,70.99%,1189,96.03%,60500,79,Graveler,Alola,0,59.51%,1659,96.29%,80000,195,Golem,Alola,0,,,,,,,,,
520,Ivysaur,,2,♂,21,15,0,13,9,48.9,1.0,1.0,Razor Leaf,,,"2023-01-31 15:10","2023-01-31 15:09",8/2/2016,15.94kg,1.08m,0,0,0,200,99.37%,27,99.15%,260000,289,Ivysaur,,0,97.44%,106,98.70%,280000,404,Venusaur,Normal,0,98.36%,68,97.99%,13300,22,Ivysaur,,0,
521,Ivysaur,,2,♂,1173,112,12,12,13,82.2,25.0,25.0,Tackle,Power Whip,,"2023-01-31 15:10","2023-01-31 01:22",1/21/2023,7.6kg,0.67m,0,0,0,4000,44.03%,2293,94.91%,85000,78,Ivysaur,,0,57.48%,1742,96.35%,122000,222,Venusaur,Normal,0,,,,,,,,,
